"academic use only"

"corpus","preloaded/ententen20_tt31_1"
"subcorpus","-"
"concordance size","23581"
"query","Query:[tag=""N.*""& tag!=""NNSZ"" & tag!=""NNZ""& tag!=""NPZ""& tag!=""NPSZ""][tag=""VVN"" & lemma =""design""] [tag=""N.*""] within < s/>;Shuffle:"
"Reference","Left","KWIC","Right"
"theukwebdesigncompany.com","is custom. </s><s> No template websites churned out here. </s><s> That said our prices are very reasonable. </s><s> We offer affordable","custom designed websites","and all the sites that we develop are responsive and so work great on mobile as well as desktop or tablet. </s><s> Meeting in Kings"
"maculaspecialists.com.au","in the Sutherland Shire. </s><s> Retina and Macula Specialists is equipped with the latest diagnostic modalities and","purpose designed treatment","facilities. </s><s> Our doctors are devoted to providing optimal treatment based on the latest evidence available. </s><s> All of our"
"buildingdesign.co.uk","in space requirements, integrating easily with alterations to partitioning and layout. </s><s> These project specific/","architect designed beams","can also incorporate: </s><s> Public address systems </s><s> Smoke detectors & water sprinklers </s><s> CCTV & PIR sensors </s><s> The TROX design"
"greenreportcard.org","<s> 1. </s><s> On two occasions we used our reusable poster advocating for tap water instead of bottled water. </s><s> 2. </s><s> One of the","student designed posters","focused specifically on bringing reusable coffee mugs to coffee shops instead of disposable cups and was placed"
"arvojournals.org","; λ = 840 nm, ∆λ = 50 nm) that minimizes light interference artifact. </s><s> The AO system consists of high-speed components (","custom designed Shack-Hartmann","wavefront sensor and deformable mirror) that enable a closed-loop frequency up to 100 Hz.11 The deformable mirror has"
"wikipedia.org","previous installments such as New Super Mario Bros. and Super Mario 3D World, which were aimed at a casual audience, the","team designed Super","Mario Odyssey to appeal to the series'' core fans. </s><s> The game also features a vocal theme song, ""Jump Up, Super Star!"" </s><s> , a"
"saflii.org","power to grant ex parte and without notice to the other party, ie the respondent (and even, if necessary, in camera) an","order designed pendente","lite to preserve evidence in the possession of the respondent. </s><s> It is probably correct, as so cogently reasoned by the"
"wikipedia.org","sealing rooms. </s><s> In the mid-1970s, beginning with the São Paulo Brazil Temple (17) and the Tokyo Japan Temple (18), the","church designed temples","based on a more chapel-like design: square buildings with a smaller spire. </s><s> These first two temples had two ordinance"
"fudzilla.com","flight. </s><s> FreeBuds 3 are the company''s third iteration of Bluetooth powered earbuds and are unique as they come with an","in-house designed Bluetooth","and noise-canceling Kirin A1 chip. </s><s> These are the first earbuds from Huawei with noise-canceling support. </s><s> Apple just"
"dsprelated.com","board with ADSP 21065L and AD1881A (AC''97 rev 2.1 complaint) CODEC. </s><s> The interface is... </s><s> Dear all, I am working on a","custom designed board","with ADSP 21065L and AD1881A (AC''97 rev 2.1 complaint) CODEC. </s><s> The interface is same as the AD1819-21065L interface"
"cornwall-calling.co.uk","offers both interesting golf and stunning sea views. </s><s> St Enodoc Golf Club has two courses; the Church course is the James","Braid designed Championship","course and the shorter Holywell course which is ideal for those wanting slightly less of a challenge. </s><s> Handicap"
"itnews.com.au","connect them all. </s><s> The next generation of Universal Serial Bus (USB) input/output connectors will based on the Intel/","Apple designed Thunderbolt","protocol, while retaining backwards compatibility with existing devices. </s><s> USB4 will provide double the bandwidth"
"rowledge.org","the Homeworks/Trio project team. </s><s> Worked on implementation of a Real Time virtual machine for Smalltalk, running on a","custom designed iPad-type","device intended to control a high performance home media network system. </s><s> A workshop paper discussing the work was"
"womensheltersoftware.ca","list and Do Not Admit list automatically. </s><s> And more. </s><s> Group Functions (Handles both ""Open"" and ""Closed"" type groups)","User designed Forms","and Questionnairessuch as Intake/Discharge, Pre-screen or survey forms all which track and report statistics"
"everquest.com","missions will be available to play until May 25, 2016 at 11:00PM PDT. </s><s> Fanra''s EverQuest Wiki has great write ups for","player designed missions","that were added during previous EverQuest anniversaries: </s><s> Australian Wildlife Tour </s><s> Meet Australia''s Iconic Animals"
"ottawavalley.travel","20 turns, measuring 40 feet wide, and featuring a 2,000 ft long straightaway. </s><s> Since opening in the fall of 2006, the Alan","Wilson designed track","has become the preferred destination for North American motorsports enthusiasts. </s><s> Here at Canada''s only clock museum"
"wikipedia.org","ear ""maricón, maricón"", Spanish slang for ""faggot"". </s><s> Griffith had worked in a women''s hat factory, and at the","time designed hats",". </s><s> Griffith had to be restrained from attacking Paret on the spot. </s><s> The media at the time either ignored the slur or used"
"pickapro.ie","tuned, there was actually no traffic, but the chances of a near miss any other day would not have been that slim. </s><s>","Custom Designed Furniture","</s><s> If you need a custom made special piece of furniture for your home, we can help you. </s><s> We''ve often liased in the design and"
"kenthistoryforum.co.uk",""", it later went to Purfleet Deep Wharf and eventually to HNRC at Barrow Hill. </s><s> It has two works numbers because, although","Drewry designed shunters",", they built none, contracting out construction to established locomotive companies. </s><s> Towerwill, the gasworks were"
"underdogdynasty.com","and an interception, while rushing for 85 yards and a score. </s><s> Johnson is also a dual-threat QB, so we could see a lot more","QB designed runs","from the Blue Raiders this season. </s><s> 13. </s><s> Rice: Wiley Green, Evan Marshman, Sam Glaesmann and Harvard transfer, Tom"
"voilaprint.com","a cheaper brand while a more professional one oozes luxury. </s><s> Custom Trade Show Products </s><s> Voila Print offers you","custom designed trade","show booths that will instantly draw the attention of all attendees. </s><s> We include an eye-catching, jaw-dropping"
"traveller.com.au","with all the facilities of this enhanced premium refuge. </s><s> First Class passengers can grab one of the brilliant Foster+","Partners designed Soluschairs","or head straight for the Champagne Bar before having a bath and a lie down in one of the five luxury Cabanas or freshening"
"wikipedia.org","performance of his David Copperfield discovery, Freddie Bartholomew.:194, 200 It was the final film for which Sophie","Wachner designed costumes",". </s><s> Ben Hecht, Richard Schayer and Selznick himself polished the screenplay commissioned from Hugh Walpole. </s><s> Directed"
"livingwarbirds.com","... emId=69190 </s><s> The Mitsubishi K3M was, designed by British aeronautical engineer and","aircraft designed Herbert","Smith, from Sopwith working in Japan for Mitsubishi. </s><s> The prototype, designated Mitsubishi 4MS1, made its maiden"
"wikipedia.org","renovation and expansion project was launched in 2008. </s><s> A new addition, a $16 million, 42,000-square-foot (3,900 m2)","LEED designed structure","for the Mascaro Center for Sustainable Innovation, now connects what was previously the Engineering Auditorium to"
"thewatchquote.com","of torque to the balance wheel, thus ensuring superlative chronometric performance. </s><s> Calibre CRMA7 The seventh","in-house designed Richard","Mille calibre is machined in grade 5 titanium. </s><s> Every aspect of this mechanism was subjected to separate and extensive"
"greengroupstudio.com","that will make your brand stand out to engage and acquire more customers. </s><s> Our studio provides specialized web design,","custom designed CMS''s",", SEO, graphic design, hosting, and branding for small and large companies. </s><s> Working Hard to Bring Sweat to Asolo Rep </s>"
